Course Code,Title,Credits,Attributes,Description,Typically Offered,Sections
BUKD-X 520,EXPERIMENTAL COURSE FOR MBA PROGRAM,3 credits,Kelley Direct Program Bloomington (38); Kelley Direct Program Bloomington (38); Kelley Direct Program Bloomington (38); Kelley Direct Program Bloomington (38),These courses will be offered to students as courses which are designed to deepen students' understanding on international business and multi-disciplinary problem solving.,"Spring, Summer, Fall","Class #: Closed | W
Wednesday
7:30 PM–8:45 PM
Regular Academic Session
8/18/2025–11/6/2025 | WB WEB | Will Geoghegan, Tomasz Obloj | 0/1
Waitlist 0
Class #: Closed | W
Wednesday
7:30 PM–8:45 PM
Regular Academic Session
8/18/2025–11/6/2025 | WB WEB | Will Geoghegan, Tomasz Obloj | 0/1
Waitlist 0"
BUKD-X 520,WASHINGTON CAMP PUB POLICY ED (EXPERIMENTAL COURSE FOR MBA PROGRAM),3 credits,Kelley Direct Program Bloomington (38); Kelley Direct Program Bloomington (38); Kelley Direct Program Bloomington (38); Kelley Direct Program Bloomington (38),These courses will be offered to students as courses which are designed to deepen students' understanding on international business and multi-disciplinary problem solving.,"Spring, Summer, Fall","Class #: Closed | W
Wednesday
7:30 PM–8:45 PM
Regular Academic Session
8/18/2025–11/6/2025 | WB WEB | Will Geoghegan, Tomasz Obloj | 0/1
Waitlist 0
Class #: Closed | W
Wednesday
7:30 PM–8:45 PM
Regular Academic Session
8/18/2025–11/6/2025 | WB WEB | Will Geoghegan, Tomasz Obloj | 0/1
Waitlist 0"
BUKD-X 520,WASHINGTON CAMPUS HEALTHCARE (EXPERIMENTAL COURSE FOR MBA PROGRAM),3 credits,Kelley Direct Program Bloomington (38); Kelley Direct Program Bloomington (38); Kelley Direct Program Bloomington (38); Kelley Direct Program Bloomington (38),These courses will be offered to students as courses which are designed to deepen students' understanding on international business and multi-disciplinary problem solving.,"Spring, Summer, Fall","Class #: Closed | W
Wednesday
7:30 PM–8:45 PM
Regular Academic Session
8/18/2025–11/6/2025 | WB WEB | Will Geoghegan, Tomasz Obloj | 0/1
Waitlist 0
Class #: Closed | W
Wednesday
7:30 PM–8:45 PM
Regular Academic Session
8/18/2025–11/6/2025 | WB WEB | Will Geoghegan, Tomasz Obloj | 0/1
Waitlist 0"
BUKD-X 520,GLOBAL IMMERSION PARIS (EXPERIMENTAL COURSE FOR MBA PROGRAM),3 credits,Kelley Direct Program Bloomington (38); Kelley Direct Program Bloomington (38); Kelley Direct Program Bloomington (38); Kelley Direct Program Bloomington (38),These courses will be offered to students as courses which are designed to deepen students' understanding on international business and multi-disciplinary problem solving.,"Spring, Summer, Fall","Class #: Closed | W
Wednesday
7:30 PM–8:45 PM
Regular Academic Session
8/18/2025–11/6/2025 | WB WEB | Will Geoghegan, Tomasz Obloj | 0/1
Waitlist 0
Class #: Closed | W
Wednesday
7:30 PM–8:45 PM
Regular Academic Session
8/18/2025–11/6/2025 | WB WEB | Will Geoghegan, Tomasz Obloj | 0/1
Waitlist 0"
BUKD-X 532,TOPICS IN BUSINESS CAPSTONE,1–6 credits,Executive Degree Program Bloomington (39),,"Spring, Summer, Fall","Class #: Closed | W
Wednesday
6:30 PM–7:45 PM
Regular Academic Session
8/18/2025–11/6/2025 | WB WEB | Richard Magjuka | 0/0
Waitlist 0"
BUKD-X 572,EXPERIMENTAL COURSE FOR MBA PROGRAM,1.5–3 credits,Kelley Direct Program Bloomington (38); Kelley Direct Program Bloomington (38),An experimental course to be used and assigned by the MBA Office to specific departments in the School of Business on a one-time basis until and if a permanent number in a department is assigned.,"Summer, Fall","Class #: Closed | Tu
Tuesday
7:30 PM–8:45 PM
Six Week - Second
9/29/2025–11/6/2025 | WB WEB | Wendy Pottgen | 0/19
Waitlist 7"
BUKD-X 572,CREATING INCLUSIVE ORGANIZATIONS (EXPERIMENTAL COURSE FOR MBA PROGRAM),1.5–3 credits,Kelley Direct Program Bloomington (38); Kelley Direct Program Bloomington (38),An experimental course to be used and assigned by the MBA Office to specific departments in the School of Business on a one-time basis until and if a permanent number in a department is assigned.,"Summer, Fall","Class #: Closed | Tu
Tuesday
7:30 PM–8:45 PM
Six Week - Second
9/29/2025–11/6/2025 | WB WEB | Wendy Pottgen | 0/19
Waitlist 7"
BUKD-X 596,INTEGRATED CAPSTONE COURSE,2 credits,Kelley Direct Program Bloomington (38),"In this live case course, we will integrate in a capstone manner the main classes you have taken thus far in your MBA core to perform an integrative analysis of a publicly traded company with the goal of developing integrative and cross functional recommendations.","Summer, Fall","Class #: Closed | Regular Academic Session
8/18/2025–11/6/2025 | WB WEB | Greg Fisher | 0/0
Waitlist 0
Class #: Closed | Regular Academic Session
8/18/2025–11/6/2025 | WB WEB | Greg Fisher | 0/0
Waitlist 0
Class #: Closed | Regular Academic Session
8/18/2025–11/6/2025 | WB WEB | Greg Fisher | 0/0
Waitlist 0
Class #: Closed | Regular Academic Session
8/18/2025–11/6/2025 | WB WEB | Greg Fisher | 0/0
Waitlist 0
Class #: Closed | Regular Academic Session
8/18/2025–11/6/2025 | WB WEB | Greg Fisher | 0/0
Waitlist 0
Class #: Closed | Regular Academic Session
8/18/2025–11/6/2025 | WB WEB | Greg Fisher | 0/0
Waitlist 0
Class #: Closed | Regular Academic Session
8/18/2025–11/6/2025 | WB WEB | Greg Fisher | 0/0
Waitlist 0"
BUKD-Z 511,MANAGING CHANGE IN ORGANIZATIONS,1–6 credits,Kelley Direct Program Bloomington (38),"This course focuses on the key principles, practices, and processes of leading organizational change. After taking this course, students will be able to successfully apply evidence-based frameworks and tools to bring about planned change in organizations.",Fall,"Class #: Closed | W
Wednesday
9:00 PM–10:15 PM
Regular Academic Session
8/18/2025–11/6/2025 | WB WEB | Markus Vodosek | 0/45
Waitlist 2"
BUKD-Z 512,"LEADERSHIP, TEAMS AND INCLUSION",3 credits,Kelley Direct Program Bloomington (38),"This course will cover the science of effective team leadership. It focuses on the drivers of team effectiveness, including team cognition, motivation, and attitudes, selection, and design. The course also explores the critical role of inclusion to ensure that individuals feel recognized for their contributions to the organization's success.","Summer, Fall","Class #: Open | M
Monday
6:00 PM–7:15 PM
Regular Academic Session
8/18/2025–11/6/2025 | WB WEB | Raymond Luther, Erik Gonzalez-Mule | 3/30
Waitlist 0
Class #: Open | M
Monday
7:30 PM–8:45 PM
Regular Academic Session
8/18/2025–11/6/2025 | WB WEB | Raymond Luther, Erik Gonzalez-Mule | 5/30
Waitlist 0"
BUKD-Z 596,LEADING ORGANIZATION,2 credits,Kelley Direct Program Bloomington (38),"All organizations are comprised of three types of resources: financial and material capital, intellectual property, and people. Many contemporary organizations are finding that the people they employ - and the knowledge and expertise these people hold - are their best source of competitive advantage.","Summer, Fall","Class #: Open | Tu
Tuesday
9:00 PM–10:15 PM
Regular Academic Session
8/18/2025–11/6/2025 | WB WEB | Ernest O'Boyle, Chelsea Song | 25/25
Waitlist 0
Class #: Closed | Tu
Tuesday
6:00 PM–7:15 PM
Regular Academic Session
8/18/2025–11/6/2025 | WB WEB | Ernest O'Boyle, Chelsea Song | 0/0
Waitlist 0
Class #: Closed | Tu
Tuesday
7:30 PM–8:45 PM
Regular Academic Session
8/18/2025–11/6/2025 | WB WEB | Ernest O'Boyle, Chelsea Song | 0/0
Waitlist 0
Class #: Closed | Th
Thursday
7:30 PM–8:45 PM
Regular Academic Session
8/18/2025–11/6/2025 | WB WEB | Ernest O'Boyle, Chelsea Song | 0/0
Waitlist 0
Class #: Closed | Th
Thursday
9:00 PM–10:15 PM
Regular Academic Session
8/18/2025–11/6/2025 | WB WEB | Ernest O'Boyle, Chelsea Song | 0/0
Waitlist 0
Class #: Closed | Th
Thursday
6:00 PM–7:15 PM
Regular Academic Session
8/18/2025–11/6/2025 | WB WEB | Ernest O'Boyle, Chelsea Song | 0/0
Waitlist 0
Class #: Closed | Tu
Tuesday
7:30 PM–8:45 PM
Regular Academic Session
8/18/2025–11/6/2025 | WB WEB | Sheri Walter | 0/0
Waitlist 0"
BUS-A 100,INTRODUCTORY ACCOUNTING PRINCIPLES AND ANALYSIS,1 credit,Class uses IU eTexts (436),"This course introduces students to the preparation and use of accounting information in the context of business decision-making. Topics include: managerial accounting, financial accounting, tax accounting, and auditing. Particular emphasis is placed on real-world applications and insights from business professionals.","Spring, Summer, Fall","Class #: Closed | MW
Monday, Wednesday
8:00 AM–8:50 AM
Eight Week - First
8/25/2025–10/17/2025 | HH 2075 | Jamie Seitz | 0/200
Waitlist 3
Class #: Closed | MW
Monday, Wednesday
9:10 AM–10:00 AM
Eight Week - First
8/25/2025–10/17/2025 | HH 2075 | Jamie Seitz | 0/0
Waitlist 0
Class #: Closed | MW
Monday, Wednesday
10:25 AM–11:15 AM
Eight Week - First
8/25/2025–10/17/2025 | HH 2075 | Jamie Seitz | 0/200
Waitlist 6
Class #: Closed | MW
Monday, Wednesday
8:00 AM–8:50 AM
Eight Week - Second
10/20/2025–12/19/2025 | HH 2075 | Jamie Seitz | 0/200
Waitlist 2
Class #: Closed | MW
Monday, Wednesday
9:10 AM–10:00 AM
Eight Week - Second
10/20/2025–12/19/2025 | HH 2075 | Jamie Seitz | 0/200
Waitlist 4
Class #: Closed | MW
Monday, Wednesday
10:25 AM–11:15 AM
Eight Week - Second
10/20/2025–12/19/2025 | HH 2075 | Jamie Seitz | 0/200
Waitlist 2
Class #: Closed | MW
Monday, Wednesday
12:45 PM–1:35 PM
Eight Week - Second
10/20/2025–12/19/2025 | HH 2075 | Jamie Seitz | 0/200
Waitlist 0
Class #: Closed | MW
Monday, Wednesday
12:45 PM–1:35 PM
Eight Week - First
8/25/2025–10/17/2025 | HH 2075 | Jamie Seitz | 0/200
Waitlist 1
Class #: Closed | MW
Monday, Wednesday
11:35 AM–12:25 PM
Eight Week - First
8/25/2025–10/17/2025 | HH 2075 | Jamie Seitz | 0/200
Waitlist 5
Class #: Closed | MW
Monday, Wednesday
1:55 PM–2:45 PM
Eight Week - First
8/25/2025–10/17/2025 | HH 2075 | Jamie Seitz | 0/200
Waitlist 3
Class #: Closed | MW
Monday, Wednesday
11:35 AM–12:25 PM
Eight Week - Second
10/20/2025–12/19/2025 | HH 2075 | Jamie Seitz | 0/200
Waitlist 4
Class #: Closed | MW
Monday, Wednesday
1:55 PM–2:45 PM
Eight Week - Second
10/20/2025–12/19/2025 | HH 2075 | Jamie Seitz | 0/200
Waitlist 4"
BUS-A 200,FOUNDATIONS OF ACCOUNTING FOR NON-BUSINESS MAJORS,3 credits,Class uses IU eTexts (436),"This course provides an introduction to financial and managerial accounting.  Other topics include tax, audit, and data analytics. Emphasis is on the use of accounting information for decision making.  This course is for non-business majors.","Spring, Summer, Fall","Class #: Closed |  | TuTh
Tuesday, Thursday
3:55 PM–5:10 PM
Regular Academic Session
8/25/2025–12/19/2025 | HH 1000 | Shaun Fleener
Class #: Closed | Sep 30
Oct 23
Nov 18 | TuTh
Tuesday, Thursday
9:35 AM–10:50 AM
Tu
Tuesday
8:00 PM–9:15 PM
Th
Thursday
8:00 PM–9:15 PM
Tu
Tuesday
8:00 PM–9:15 PM
Regular Academic Session
8/25/2025–12/19/2025 | WB WEB
HH 1000
HH 1000
HH 1000 | Julie Head
Class #: Closed | Sep 30
Oct 23
Nov 18 | TuTh
Tuesday, Thursday
11:10 AM–12:25 PM
Tu
Tuesday
8:00 PM–9:15 PM
Th
Thursday
8:00 PM–9:15 PM
Tu
Tuesday
8:00 PM–9:15 PM
Regular Academic Session
8/25/2025–12/19/2025 | WB WEB
HH 1006
HH 1006
HH 1055 | Julie Head
Class #: Closed | Sep 30
Oct 23
Nov 18 | TuTh
Tuesday, Thursday
12:45 PM–2:00 PM
Tu
Tuesday
8:00 PM–9:15 PM
Th
Thursday
8:00 PM–9:15 PM
Tu
Tuesday
8:00 PM–9:15 PM
Regular Academic Session
8/25/2025–12/19/2025 | WB WEB
HH 2075
HH 2075
HH 2075 | Julie Head
Class #: Closed | Sep 30
Oct 23
Nov 18 | TuTh
Tuesday, Thursday
2:20 PM–3:35 PM
Tu
Tuesday
8:00 PM–9:15 PM
Th
Thursday
8:00 PM–9:15 PM
Tu
Tuesday
8:00 PM–9:15 PM
Regular Academic Session
8/25/2025–12/19/2025 | WB WEB
HH 2083
HH 2083
HH 2083 | Julie Head"
BUS-A 304,FINANCIAL REPORTING AND ANALYSIS,3 credits,Class uses IU eTexts (436),"In this course, students will investigate how businesses share financial information with investors, creditors, and external users. Students will discover the demand and supply of financial information and the process of identifying and measuring economic events, with the goal of using financial information for informed decision-making.","Spring, Summer, Fall",
BUS-A 306,MANAGEMENT ACCOUNTING AND ANALYSIS,3 credits,Class uses IU eTexts (436),A306 focuses on the preparation and use of accounting information to facilitate a wide variety of organizational decisions. These skills and knowledge are critical for all areas of the business environment.,"Spring, Summer, Fall",
BUS-A 307,FINANCIAL REPORTING AND ANALYSIS: HONORS,3 credits,Class uses IU eTexts (436),"A307 will teach students about financial reporting of accounting information about firms for decision-making by external stakeholders, including investors, creditors, and others. A307 will be organized with 5 major themes: a. Supply of and Demand for Financial Accounting Information; b. Record-Keeping; c. Measurement; d. Reporting; e. Analysis and Decision-Making",Fall,"Class #: Closed | TuTh
Tuesday, Thursday
8:00 AM–9:15 AM
Regular Academic Session
8/25/2025–12/19/2025 | HH 2050 | John Wertz | 0/50
Waitlist 1
Class #: Closed | TuTh
Tuesday, Thursday
9:35 AM–10:50 AM
Regular Academic Session
8/25/2025–12/19/2025 | HH 2050 | John Wertz | 0/50
Waitlist 6
Class #: Closed | TuTh
Tuesday, Thursday
11:10 AM–12:25 PM
Regular Academic Session
8/25/2025–12/19/2025 | HH 2050 | John Wertz | 0/50
Waitlist 11"
BUS-A 310,INTERMEDIATE FINANCIAL REPORTING AND ANALYSIS: A USER'S PERSPECTIVE,3 credits,Class uses IU eTexts (436),"An exploration of financial accounting topics with the emphasis on analysis and interpretation rather than on the detailed mechanics and procedures of accounting. It provides understanding of how financial statements reflect management decisions in the activity areas of financing, investing, and operating.","Spring, Fall","Class #: Closed | TuTh
Tuesday, Thursday
8:00 AM–9:15 AM
Regular Academic Session
8/25/2025–12/19/2025 | HH 3030 | David Volant | 0/52
Waitlist 6
Class #: Closed | TuTh
Tuesday, Thursday
5:30 PM–6:45 PM
Regular Academic Session
8/25/2025–12/19/2025 | HH 3030 | Rachel Lyman | 0/52
Waitlist 12
Class #: Closed | TuTh
Tuesday, Thursday
7:05 PM–8:20 PM
Regular Academic Session
8/25/2025–12/19/2025 | HH 3030 | Rachel Lyman | 0/52
Waitlist 8
Class #: Closed | MW
Monday, Wednesday
9:35 AM–10:50 AM
Regular Academic Session
8/25/2025–12/19/2025 | HH 3034 | Angela Andrews | 0/52
Waitlist 18
Class #: Closed | MW
Monday, Wednesday
12:45 PM–2:00 PM
Regular Academic Session
8/25/2025–12/19/2025 | HH 2046 | Angela Andrews | 0/52
Waitlist 29
Class #: Closed | TuTh
Tuesday, Thursday
3:55 PM–5:10 PM
Regular Academic Session
8/25/2025–12/19/2025 | HH 3030 | Rachel Lyman | 0/52
Waitlist 18
Class #: Closed | TuTh
Tuesday, Thursday
2:20 PM–3:35 PM
Regular Academic Session
8/25/2025–12/19/2025 | HH 3030 | Rachel Lyman | 0/52
Waitlist 24
Class #: Closed | MW
Monday, Wednesday
8:00 AM–9:15 AM
Regular Academic Session
8/25/2025–12/19/2025 | HH 3034 | Angela Andrews | 0/52
Waitlist 7
Class #: Closed | TuTh
Tuesday, Thursday
9:35 AM–10:50 AM
Regular Academic Session
8/25/2025–12/19/2025 | HH 3030 | David Volant | 0/52
Waitlist 17
Class #: Closed | TuTh
Tuesday, Thursday
11:10 AM–12:25 PM
Regular Academic Session
8/25/2025–12/19/2025 | HH 3030 | David Volant | 0/52
Waitlist 28
Class #: Closed | MW
Monday, Wednesday
3:55 PM–5:10 PM
Regular Academic Session
8/25/2025–12/19/2025 | HH 3006 | Jerry Mathis | 0/52
Waitlist 10
Class #: Closed | MW
Monday, Wednesday
5:30 PM–6:45 PM
Regular Academic Session
8/25/2025–12/19/2025 | HH 3006 | Jerry Mathis | 0/52
Waitlist 9"
BUS-A 311,INTERMEDIATE FINANCIAL REPORTING AND ANALYSIS I,3 credits,Class uses IU eTexts (436),This course focuses on providing you with a deeper understanding of financial reporting. The content emphasizes the importance of firms' business activities and how financial reporting is used to capture the results of such activities. We focus specifically on the asset side of the balance sheet.,"Spring, Summer, Fall","Class #: Closed | MW
Monday, Wednesday
12:45 PM–2:00 PM
Regular Academic Session
8/25/2025–12/19/2025 | HH 3006 | Ken Merkley | 0/52
Waitlist 21
Class #: Closed | MW
Monday, Wednesday
8:00 AM–9:15 AM
Regular Academic Session
8/25/2025–12/19/2025 | HH 3030 | Ryan Johnson | 0/52
Waitlist 14
Class #: Closed | MW
Monday, Wednesday
9:35 AM–10:50 AM
Regular Academic Session
8/25/2025–12/19/2025 | HH 3030 | Ryan Johnson | 0/52
Waitlist 17
Class #: Closed | MW
Monday, Wednesday
11:10 AM–12:25 PM
Regular Academic Session
8/25/2025–12/19/2025 | HH 3030 | Ryan Johnson | 0/52
Waitlist 26
Class #: Closed | MW
Monday, Wednesday
11:10 AM–12:25 PM
Regular Academic Session
8/25/2025–12/19/2025 | HH 3006 | Ken Merkley | 0/52
Waitlist 27"
